date_of_birth,gender,marital_status,religion,nationality,cnic,office_number,address
1965-10-08,Male,Married,Islam,Pakistani,5395297607288,2367,1234 Street Karachi
1974-05-27,Female,Other,Islam,Pakistani,5763166306408,3849,5678 Street Islamabad
1986-03-10,Male,Single,Islam,Pakistani,5783966962566,7810,9012 Street Lahore
1979-04-14,Female,Married,Islam,Pakistani,8089475584954,1730,1234 Street Karachi
1987-04-06,Male,Other,Islam,Pakistani,3714674644340,0587,5678 Street Islamabad
1961-04-05,Female,Single,Islam,Pakistani,6158337610950,3400,9012 Street Lahore
1964-09-04,Male,Married,Islam,Pakistani,5372657605426,1893,1234 Street Karachi
1961-11-11,Female,Other,Islam,Pakistani,4577884678314,8673,5678 Street Islamabad
1974-04-03,Male,Single,Islam,Pakistani,7436583833433,6485,9012 Street Lahore
1986-02-13,Female,Married,Islam,Pakistani,5412304700412,3984,1234 Street Karachi
1980-03-10,Female,Single,Islam,Pakistani,9511210546005,9240,9012 Street Lahore
1973-05-25,Male,Married,Islam,Pakistani,7188883296868,7540,1234 Street Karachi
1969-01-19,Female,Other,Islam,Pakistani,8632096343031,1682,5678 Street Islamabad
1973-04-22,Male,Single,Islam,Pakistani,5902751106703,2650,9012 Street Lahore
1979-03-17,Female,Married,Islam,Pakistani,0454828236731,1913,1234 Street Karachi
1990-10-18,Male,Other,Islam,Pakistani,3037430257691,3413,5678 Street Islamabad
1990-01-19,Female,Single,Islam,Pakistani,2720784132784,5249,9012 Street Lahore
1979-06-28,Male,Married,Islam,Pakistani,8974314319637,4821,1234 Street Karachi
1964-08-14,Female,Other,Islam,Pakistani,1973332444474,9752,5678 Street Islamabad
1967-09-27,Male,Single,Islam,Pakistani,4627075792361,4586,9012 Street Lahore
1984-04-09,Female,Married,Islam,Pakistani,8459615498567,0603,1234 Street Karachi
1980-01-16,Male,Other,Islam,Pakistani,9694587260742,8044,5678 Street Islamabad
1986-02-16,Male,Married,Islam,Pakistani,6061947414849,2389,1234 Street Karachi
1988-03-21,Male,Single,Islam,Pakistani,1547225583162,2919,9012 Street Lahore
1975-07-02,Female,Married,Islam,Pakistani,4167253999495,6158,1234 Street Karachi
1990-04-05,Male,Other,Islam,Pakistani,1453802633965,4041,5678 Street Islamabad
1989-06-08,Female,Single,Islam,Pakistani,2200009931075,8184,9012 Street Lahore
1970-10-24,Male,Married,Islam,Pakistani,3486858566646,2503,1234 Street Karachi
1975-06-01,Female,Other,Islam,Pakistani,0772662343979,6637,5678 Street Islamabad
1964-04-23,Male,Single,Islam,Pakistani,8849683777895,8268,9012 Street Lahore
1971-08-24,Female,Married,Islam,Pakistani,7058004369828,8083,1234 Street Karachi
1984-02-05,Male,Other,Islam,Pakistani,9542622124844,3633,5678 Street Islamabad
1981-02-02,Female,Single,Islam,Pakistani,2058424576620,5184,9012 Street Lahore
1975-04-14,Male,Married,Islam,Pakistani,2723166029641,7376,1234 Street Karachi
1972-03-14,Female,Other,Islam,Pakistani,5199558324687,7585,5678 Street Islamabad
1969-12-11,Male,Single,Islam,Pakistani,0201767835219,8484,9012 Street Lahore
1976-04-09,Female,Married,Islam,Pakistani,7061385775503,6110,1234 Street Karachi
1963-02-09,Male,Other,Islam,Pakistani,8782253713017,2043,5678 Street Islamabad
1990-08-07,Female,Single,Islam,Pakistani,8865635157284,9326,9012 Street Lahore
1966-05-02,Male,Married,Islam,Pakistani,3929108714519,9755,1234 Street Karachi
1969-01-25,Female,Other,Islam,Pakistani,8243506450849,9252,5678 Street Islamabad
1982-12-27,Male,Single,Islam,Pakistani,0323513719747,6633,9012 Street Lahore
1962-06-23,Female,Married,Islam,Pakistani,8857657595202,6491,1234 Street Karachi
1988-12-06,Male,Other,Islam,Pakistani,0579293673361,7453,5678 Street Islamabad
1985-11-05,Male,Married,Islam,Pakistani,9792685135714,9038,1234 Street Karachi
1962-07-05,Female,Other,Islam,Pakistani,9533215859462,5047,5678 Street Islamabad
1986-03-20,Male,Single,Islam,Pakistani,2702648407882,7430,9012 Street Lahore
1975-09-11,Male,Other,Islam,Pakistani,8632578171104,3820,5678 Street Islamabad
1975-07-14,Female,Single,Islam,Pakistani,5469959760682,7830,9012 Street Lahore
1966-08-20,Male,Married,Islam,Pakistani,1754638429144,9299,1234 Street Karachi
1963-11-12,Female,Other,Islam,Pakistani,9366521166749,6879,5678 Street Islamabad
1984-09-27,Male,Single,Islam,Pakistani,7315354681829,0425,9012 Street Lahore
