date_of_birth,gender,marital_status,religion,nationality,cnic,father_name,father_occupation,semester,address
2002-01-03,Male,Single,Islam,Pakistani,5482522458267,Asad Ahmed,Engineer,1,5678 Street Karachi
2004-09-29,Female,Married,Islam,Pakistani,7803807713493,Bilal Khan,Doctor,2,9012 Street Islamabad
1994-02-04,Male,Other,Islam,Pakistani,3642688938240,Faisal Ahmed,Teacher,3,1234 Street Lahore
2004-11-14,Female,Single,Islam,Pakistani,0597200525630,Ghulam Ali,Accountant,4,5678 Street Karachi
1994-04-28,Male,Married,Islam,Pakistani,5095223868565,Hassan Khan,Professor,5,9012 Street Islamabad
2002-05-16,Female,Other,Islam,Pakistani,2167351671588,Imran Ahmed,Artist,6,1234 Street Lahore
2003-11-09,Male,Single,Islam,Pakistani,1535652027088,Javed Ali,Engineer,7,5678 Street Karachi
1996-02-14,Female,Married,Islam,Pakistani,8394304364224,Khalid Khan,Doctor,8,9012 Street Islamabad
1997-01-29,Male,Other,Islam,Pakistani,5682118248657,Mohammad Hassan,Teacher,1,1234 Street Lahore
1995-02-17,Female,Single,Islam,Pakistani,0144590469886,Obaid Ali,Accountant,2,5678 Street Karachi
2002-02-23,Male,Married,Islam,Pakistani,4797939104244,Shahid Khan,Professor,3,9012 Street Islamabad
1995-10-07,Female,Other,Islam,Pakistani,2148159520944,Waheed Ahmed,Artist,4,1234 Street Lahore
1997-10-30,Male,Single,Islam,Pakistani,8424258569856,Yasir Ali,Engineer,5,5678 Street Karachi
2004-09-15,Female,Married,Islam,Pakistani,6339574800471,Zubair Khan,Doctor,6,9012 Street Islamabad
1998-06-27,Male,Other,Islam,Pakistani,7743409852076,Asad Ahmed,Teacher,7,1234 Street Lahore
1994-01-11,Female,Single,Islam,Pakistani,3463668272663,Bilal Ali,Accountant,8,5678 Street Karachi
1996-05-28,Male,Married,Islam,Pakistani,0434818173639,Fahad Khan,Professor,1,9012 Street Islamabad
2003-11-17,Female,Other,Islam,Pakistani,7364889174826,Faisal Ahmed,Artist,2,1234 Street Lahore
2002-07-25,Male,Single,Islam,Pakistani,6918141450796,Ghulam Ali,Engineer,3,5678 Street Karachi
1998-01-16,Female,Married,Islam,Pakistani,5746992678037,Haris Ali,Doctor,4,9012 Street Islamabad
1999-12-19,Male,Other,Islam,Pakistani,5563135943131,Imran Khan,Teacher,5,1234 Street Lahore
2004-04-13,Female,Single,Islam,Pakistani,5869121192628,Javed Ahmed,Accountant,6,5678 Street Karachi
2003-06-05,Male,Married,Islam,Pakistani,4061488568316,Kamran Ali,Professor,7,9012 Street Islamabad
1995-06-15,Female,Other,Islam,Pakistani,1864206293728,Khalid Ahmed,Artist,8,1234 Street Lahore
2001-02-24,Male,Single,Islam,Pakistani,7450139909328,Mohammad Ali,Engineer,1,5678 Street Karachi
2002-09-12,Female,Married,Islam,Pakistani,0227290439655,Nadeem Khan,Doctor,2,9012 Street Islamabad
1994-08-16,Male,Other,Islam,Pakistani,8120758127975,Obaid Ahmed,Teacher,3,1234 Street Lahore
2003-06-02,Female,Single,Islam,Pakistani,6902541685599,Rizwan Ali,Accountant,4,5678 Street Karachi
1996-04-02,Male,Married,Islam,Pakistani,2575894173371,Saad Ahmed,Professor,5,9012 Street Islamabad
2003-09-30,Female,Other,Islam,Pakistani,3765964527247,Sajid Khan,Artist,6,1234 Street Lahore
1996-07-07,Male,Single,Islam,Pakistani,8514599648608,Sajjad Ahmed,Engineer,7,5678 Street Karachi
1994-10-19,Female,Married,Islam,Pakistani,1220511625053,Salman Ali,Doctor,8,9012 Street Islamabad
1999-09-29,Male,Other,Islam,Pakistani,3846443570898,Sami Khan,Teacher,1,1234 Street Lahore
1995-07-11,Female,Single,Islam,Pakistani,3168309130980,Saqib Ali,Accountant,2,5678 Street Karachi
2000-08-04,Male,Married,Islam,Pakistani,9816237045983,Shahbaz Ahmed,Professor,3,9012 Street Islamabad
2003-10-16,Female,Other,Islam,Pakistani,8179604781055,Shahid Ali,Artist,4,1234 Street Lahore
1997-05-10,Male,Single,Islam,Pakistani,6111872556398,Shakeel Ahmed,Engineer,5,5678 Street Karachi
1999-11-05,Female,Married,Islam,Pakistani,0167149484077,Shoaib Khan,Doctor,6,9012 Street Islamabad
1998-04-21,Male,Other,Islam,Pakistani,6918483960489,Sohail Ahmed,Teacher,7,1234 Street Lahore
1995-01-17,Female,Single,Islam,Pakistani,1090394671733,Taimoor Ali,Accountant,8,5678 Street Karachi
1999-06-17,Male,Married,Islam,Pakistani,1796767842937,Talha Ahmed,Professor,1,9012 Street Islamabad
1998-10-06,Female,Other,Islam,Pakistani,2676387089327,Tariq Ali,Artist,2,1234 Street Lahore
1999-09-06,Male,Single,Islam,Pakistani,9568068320566,Waqas Ahmed,Engineer,3,5678 Street Karachi
1996-12-09,Female,Married,Islam,Pakistani,0365788958725,Waseem Khan,Doctor,4,9012 Street Islamabad
2001-09-29,Male,Other,Islam,Pakistani,8090715374250,Yasir Ahmed,Teacher,5,1234 Street Lahore
1994-04-05,Female,Single,Islam,Pakistani,7490164608598,Yasir Khan,Accountant,6,5678 Street Karachi
1994-11-23,Male,Married,Islam,Pakistani,1946136167724,Zafar Ali,Professor,7,9012 Street Islamabad
2002-01-03,Female,Other,Islam,Pakistani,7556990681708,Zahid Ahmed,Artist,8,1234 Street Lahore
1998-03-25,Male,Single,Islam,Pakistani,6188402240201,Zaid Khan,Engineer,1,5678 Street Karachi
1994-04-03,Female,Married,Islam,Pakistani,3057721556672,Zain Ahmed,Doctor,2,9012 Street Islamabad
1995-02-03,Male,Other,Islam,Pakistani,5157511302659,Zainab Khan,Teacher,3,1234 Street Lahore
2001-03-13,Female,Single,Islam,Pakistani,9652786590963,Zainul Abideen,Accountant,4,5678 Street Karachi
1994-08-06,Male,Married,Islam,Pakistani,7149728664335,Zakir Khan,Professor,5,9012 Street Islamabad
1998-11-08,Female,Other,Islam,Pakistani,6914086936226,Zara Ahmed,Artist,6,1234 Street Lahore
1995-10-15,Male,Single,Islam,Pakistani,3241132048569,Zeeshan Ali,Engineer,7,5678 Street Karachi
2003-10-23,Female,Married,Islam,Pakistani,0096176672268,Zia Ahmed,Doctor,8,9012 Street Islamabad
2004-10-13,Male,Other,Islam,Pakistani,8655201700611,Zubair Ali,Teacher,1,1234 Street Lahore
2002-02-22,Female,Single,Islam,Pakistani,9356079310707,Zubair Ahmed,Accountant,2,5678 Street Karachi
1998-07-28,Male,Married,Islam,Pakistani,8976129529082,Ahmed Ali,Professor,3,9012 Street Islamabad
1996-01-29,Female,Other,Islam,Pakistani,9674539135338,Asad Khan,Artist,4,1234 Street Lahore
1995-09-21,Male,Single,Islam,Pakistani,8528997428746,Asad Ahmed,Engineer,5,5678 Street Karachi
1999-07-01,Female,Married,Islam,Pakistani,6085161425817,Bilal Khan,Doctor,6,9012 Street Islamabad
1994-06-06,Male,Other,Islam,Pakistani,6740564824746,Faisal Ahmed,Teacher,7,1234 Street Lahore
2000-08-31,Female,Single,Islam,Pakistani,5438908006474,Ghulam Ali,Accountant,8,5678 Street Karachi
1994-08-31,Male,Married,Islam,Pakistani,9111296137659,Hassan Khan,Professor,1,9012 Street Islamabad
2003-11-10,Female,Other,Islam,Pakistani,4633203203339,Imran Ahmed,Artist,2,1234 Street Lahore
1994-12-06,Male,Single,Islam,Pakistani,2043043327645,Javed Ali,Engineer,3,5678 Street Karachi
2004-09-07,Female,Married,Islam,Pakistani,0203824115205,Khalid Khan,Doctor,4,9012 Street Islamabad
2003-10-24,Male,Other,Islam,Pakistani,1509108279085,Mohammad Hassan,Teacher,5,1234 Street Lahore
1998-04-21,Female,Single,Islam,Pakistani,1342032175890,Obaid Ali,Accountant,6,5678 Street Karachi
1998-07-08,Male,Married,Islam,Pakistani,7046897502128,Shahid Khan,Professor,7,9012 Street Islamabad
1995-12-04,Female,Other,Islam,Pakistani,7077215373339,Waheed Ahmed,Artist,8,1234 Street Lahore
2000-08-07,Male,Single,Islam,Pakistani,1828382014977,Yasir Ali,Engineer,1,5678 Street Karachi
2003-04-16,Female,Married,Islam,Pakistani,7426742249990,Zubair Khan,Doctor,2,9012 Street Islamabad
1995-04-10,Male,Other,Islam,Pakistani,4613078248317,Asad Ahmed,Teacher,3,1234 Street Lahore
1995-09-09,Female,Single,Islam,Pakistani,3297732303927,Bilal Ali,Accountant,4,5678 Street Karachi
1995-05-13,Male,Married,Islam,Pakistani,4661210853635,Fahad Khan,Professor,5,9012 Street Islamabad
1999-01-27,Female,Other,Islam,Pakistani,2461943011253,Faisal Ahmed,Artist,6,1234 Street Lahore
2003-08-06,Male,Single,Islam,Pakistani,2096743035936,Ghulam Ali,Engineer,7,5678 Street Karachi
1997-05-30,Female,Married,Islam,Pakistani,2464766416430,Haris Ali,Doctor,8,9012 Street Islamabad
1999-01-10,Male,Other,Islam,Pakistani,6238096256318,Imran Khan,Teacher,1,1234 Street Lahore
1994-04-18,Female,Single,Islam,Pakistani,7982678500163,Javed Ahmed,Accountant,2,5678 Street Karachi
1999-09-01,Male,Married,Islam,Pakistani,3942044056492,Kamran Ali,Professor,3,9012 Street Islamabad
1997-05-16,Female,Other,Islam,Pakistani,5341602001583,Khalid Ahmed,Artist,4,1234 Street Lahore
2003-11-04,Male,Single,Islam,Pakistani,9270329841199,Mohammad Ali,Engineer,5,5678 Street Karachi
1998-11-23,Female,Married,Islam,Pakistani,0325391592130,Nadeem Khan,Doctor,6,9012 Street Islamabad
2000-12-01,Male,Other,Islam,Pakistani,6335090947879,Obaid Ahmed,Teacher,7,1234 Street Lahore
1998-03-23,Female,Single,Islam,Pakistani,7884180689709,Rizwan Ali,Accountant,8,5678 Street Karachi
2004-10-31,Male,Married,Islam,Pakistani,1736086340891,Saad Ahmed,Professor,1,9012 Street Islamabad
1994-10-08,Female,Other,Islam,Pakistani,6826411883743,Sajid Khan,Artist,2,1234 Street Lahore
1997-11-21,Male,Single,Islam,Pakistani,6573148579934,Sajjad Ahmed,Engineer,3,5678 Street Karachi
2003-07-17,Female,Married,Islam,Pakistani,5691039758148,Salman Ali,Doctor,4,9012 Street Islamabad
2000-06-16,Male,Other,Islam,Pakistani,0370950487686,Sami Khan,Teacher,5,1234 Street Lahore
2004-01-18,Female,Single,Islam,Pakistani,1230852170608,Saqib Ali,Accountant,6,5678 Street Karachi
2002-12-04,Male,Married,Islam,Pakistani,5805279898436,Shahbaz Ahmed,Professor,7,9012 Street Islamabad
1994-08-26,Female,Other,Islam,Pakistani,8673839995900,Shahid Ali,Artist,8,1234 Street Lahore
2003-04-12,Male,Single,Islam,Pakistani,2682628355820,Shakeel Ahmed,Engineer,1,5678 Street Karachi
1998-07-25,Female,Married,Islam,Pakistani,6932355872993,Shoaib Khan,Doctor,2,9012 Street Islamabad
1996-02-29,Male,Other,Islam,Pakistani,8426135823420,Sohail Ahmed,Teacher,3,1234 Street Lahore
1997-09-24,Female,Single,Islam,Pakistani,6264290575096,Taimoor Ali,Accountant,4,5678 Street Karachi
1998-10-09,Male,Married,Islam,Pakistani,8105142384136,Talha Ahmed,Professor, 7, 5765 street Faislabad
2004-07-01,Male,Single,Islam,Pakistani,3019061242179,Ahmed Khan,Engineer,1,123 Street Lahore
1994-12-04,Female,Married,Islam,Pakistani,2424410523967,Fatima Ali,Doctor,2,456 Street Karachi
1995-02-19,Other,Other,Islam,Pakistani,2067752597803,Ali Raza,Artist,3,789 Street Islamabad
1996-03-02,Male,Single,Islam,Pakistani,7289569493430,Mohammad Khan,Teacher,4,101 Street Lahore
1995-04-19,Female,Married,Islam,Pakistani,2225010414031,Aisha Ahmed,Engineer,5,202 Street Karachi
1994-06-02,Other,Other,Islam,Pakistani,7864469970508,Aliya Siddiqui,Doctor,6,303 Street Islamabad
2001-06-13,Male,Single,Islam,Pakistani,1303611994361,Kamran Ali,Artist,7,404 Street Lahore
2003-03-19,Female,Married,Islam,Pakistani,5836943431534,Sara Khan,Teacher,8,505 Street Karachi
2003-03-29,Other,Other,Islam,Pakistani,0171326411825,Faisal Ahmed,Engineer,1,606 Street Islamabad
1996-03-08,Male,Single,Islam,Pakistani,2118277331389,Khadija Ahmed,Doctor,2,707 Street Lahore
2001-05-18,Female,Married,Islam,Pakistani,1615029079238,Zahid Ali,Artist,3,808 Street Karachi
1998-06-17,Other,Other,Islam,Pakistani,3203158323876,Farhana Khan,Teacher,4,909 Street Islamabad
1998-06-13,Male,Single,Islam,Pakistani,4869482040071,Arif Ahmed,Engineer,5,111 Street Lahore
1996-03-20,Female,Married,Islam,Pakistani,3838629277139,Zoya Ali,Doctor,6,222 Street Karachi
2003-01-29,Other,Other,Islam,Pakistani,8860345137352,Farhan Khan,Artist,7,333 Street Islamabad
1994-09-27,Male,Single,Islam,Pakistani,8995681976083,Hina Ahmed,Teacher,8,444 Street Lahore
2000-06-14,Female,Married,Islam,Pakistani,8292130125871,Usman Ali,Engineer,1,555 Street Karachi
2001-03-06,Other,Other,Islam,Pakistani,7784524414595,Sadia Khan,Doctor,2,666 Street Islamabad
1998-08-27,Male,Single,Islam,Pakistani,7689402773361,Ali Abbas,Artist,3,777 Street Lahore
1998-03-18,Female,Married,Islam,Pakistani,0498635045425,Mohammad Ali,Teacher,4,888 Street Karachi
1997-02-13,Other,Other,Islam,Pakistani,6380184648445,Ayesha Ahmed,Engineer,5,999 Street Islamabad
1998-01-07,Male,Single,Islam,Pakistani,5368681627959,Zainab Khan,Doctor,6,123 Avenue Lahore
2004-02-04,Female,Married,Islam,Pakistani,9908897575792,Saad Ahmed,Artist,7,234 Avenue Karachi
1995-02-09,Other,Other,Islam,Pakistani,1318030572760,Sana Ali,Teacher,8,345 Avenue Islamabad
2004-09-03,Male,Single,Islam,Pakistani,9901883525425,Amna Khan,Engineer,1,456 Avenue Lahore
2002-12-30,Female,Married,Islam,Pakistani,6591971185873,Asad Ahmed,Doctor,2,567 Avenue Karachi
2004-12-01,Other,Other,Islam,Pakistani,1288076570682,Fatima Khan,Artist,3,678 Avenue Islamabad
1995-08-09,Male,Single,Islam,Pakistani,4170219849039,Bilal Ali,Teacher,4,789 Avenue Lahore
2000-09-01,Female,Married,Islam,Pakistani,4909149641223,Anas Ahmed,Engineer,5,890 Avenue Karachi
2001-08-01,Other,Other,Islam,Pakistani,2739703843590,Saima Khan,Doctor,6,901 Avenue Islamabad
1996-12-29,Male,Single,Islam,Pakistani,4702242600962,Fatima Ali,Artist,7,012 Avenue Lahore
1994-12-12,Female,Married,Islam,Pakistani,1209301390247,Hammad Ahmed,Teacher,8,123 Avenue Karachi
2001-05-10,Other,Other,Islam,Pakistani,7939258350077,Noman Khan,Engineer,1,234 Avenue Islamabad
1997-03-17,Male,Single,Islam,Pakistani,6694514584925,Kiran Ali,Doctor,2,345 Avenue Lahore
2001-01-22,Female,Married,Islam,Pakistani,0607755595727,Usama Ahmed,Artist,3,456 Avenue Karachi
2000-05-12,Other,Other,Islam,Pakistani,7500246607212,Hafsa Khan,Teacher,4,567 Avenue Islamabad
2003-12-22,Male,Single,Islam,Pakistani,7740787239985,Aliya Khan,Engineer,5,678 Avenue Lahore
1995-09-29,Female,Married,Islam,Pakistani,1936126661112,Waqar Ali,Doctor,6,789 Avenue Karachi
2000-04-29,Other,Other,Islam,Pakistani,6924376934743,Fatima Ahmed,Artist,7,890 Avenue Islamabad
1994-10-07,Male,Single,Islam,Pakistani,6104825239310,Anam Khan,Teacher,8,901 AvenueLahore
1999-12-12,Female,Married,Islam,Pakistani,8593153170782,Haris Ahmed,Engineer,1,012 Avenue Karachi
2002-02-26,Other,Other,Islam,Pakistani,2590970511449,Nadia Khan,Doctor,2,123 Avenue Islamabad
1995-10-11,Male,Single,Islam,Pakistani,3003861647163,Wajahat Ali,Artist,3,234 Avenu Lahore
2004-06-22,Female,Married,Islam,Pakistani,9258757165353,Saim Khan,Teacher,4,345 Avenu Karachi
2004-03-21,Other,Other,Islam,Pakistani,2380523578545,Komal Ahmed,Engineer,5,456 Avenue Islamabad
1998-10-28,Male,Single,Islam,Pakistani,8716340151418,Rida Khan,Doctor,6,567 Avenue Lahore
1999-05-21,Female,Married,Islam,Pakistani,0165244970219,Hussain Ali,Artist,7,678 Avenue Karachi
1995-09-24,Other,Other,Islam,Pakistani,2273296484754,Zubair Ahmed,Teacher,8,789 Avenu Islamabad
2000-04-14,Male,Single,Islam,Pakistani,7009813426320,Saima Ali,Engineer,1,890 Avenue Lahore
1997-08-12,Female,Married,Islam,Pakistani,3572566427345,Faisal Khan,Doctor,2,901 Avenue Karachi
2003-02-26,Other,Other,Islam,Pakistani,9066302646168,Adeel Ahmed,Artist,3,012 Avenue Islamabad
1999-06-04,Male,Single,Islam,Pakistani,3268339878414,Aiman Khan,Teacher,4,123 Avenu Lahore
1999-06-14,Female,Married,Islam,Pakistani,1799918700569,Mohammad Ali,Engineer,5,234 Avenue Karachi
1996-05-27,Other,Other,Islam,Pakistani,4180933903476,Nida Ahmed,Doctor,6,345 Avenue Islamabad
1994-03-22,Male,Single,Islam,Pakistani,3633915784342,Asma Khan,Artist,7,456 Avenue Lahore
2002-06-29,Female,Married,Islam,Pakistani,9026572069112,Waqas Ahmed,Teacher,8,567 Avenue Karachi
2001-05-30,Other,Other,Islam,Pakistani,8216800345477,Farah Ali,Engineer,1,678 Avenue Islamabad
1998-01-23,Male,Single,Islam,Pakistani,9878405368236,Farhan Khan,Doctor,2,789 Avenue Lahore
2000-01-12,Female,Married,Islam,Pakistani,7249460974686,Fiza Ahmed,Artist,3,890 Avenue Karachi
2002-01-17,Other,Other,Islam,Pakistani,6521517476064,Amir Ali,Teacher,4,901 Avenue Islamabad
2003-03-25,Male,Single,Islam,Pakistani,7864416222086,Arifa Khan,Engineer,5,123 Park Lahore
1999-04-10,Female,Married,Islam,Pakistani,7345693409503,Rashid Ahmed,Doctor,6,234 Park Karachi
2004-10-13,Other,Other,Islam,Pakistani,0195787252033,Ayesha Khan,Artist,7,345 Park Islamabad
1994-06-02,Male,Single,Islam,Pakistani,4574731367851,Wahab Ali,Teacher,8,456 Park Lahore
1995-09-25,Female,Married,Islam,Pakistani,2667250968051,Farzana Ahmed,Engineer,1,567 Park Karachi
2000-07-07,Other,Other,Islam,Pakistani,7154611714857,Kashif Khan,Doctor,2,678 Park Islamabad
1995-05-26,Male,Single,Islam,Pakistani,3062890684028,Rabia Ali,Artist,3,789 Park Lahore
2000-09-25,Female,Married,Islam,Pakistani,3570121436405,Abdullah Ahmed,Teacher,4,890 Par Karachi
1995-12-22,Other,Other,Islam,Pakistani,6063513723538,Fareeha Khan,Engineer,5,901 Park Islamabad
1998-06-13,Male,Single,Islam,Pakistani,7209292853360,Sidra Ahmed,Doctor,6,123 Lane Lahore
1997-07-24,Female,Married,Islam,Pakistani,2103138477602,Naeem Khan,Artist,7,234 Lane Karachi
2000-12-17,Other,Other,Islam,Pakistani,2663801687030,Sumaira Ahmed,Teacher,8,345 Lane Islamabad
1998-12-03,Male,Single,Islam,Pakistani,6523660769083,Rahat Ali,Engineer,1,456 Lane Lahore
2003-07-26,Female,Married,Islam,Pakistani,5138197490651,Tariq Ahmed,Doctor,2,567 Lane Karachi
2001-01-10,Other,Other,Islam,Pakistani,8703173192450,Fariha Khan,Artist,3,678 Lane Islamabad
2003-06-12,Male,Single,Islam,Pakistani,1518709352511,Ashfaq Ahmed,Teacher,4,789 Lane Lahore
2000-02-10,Female,Married,Islam,Pakistani,2314905369243,Imran Khan,Engineer,5,890 Lane Karachi
1997-08-21,Other,Other,Islam,Pakistani,9437628879665,Sobia Ali,Doctor,6,901 Lane Islamabad
1997-09-30,Male,Single,Islam,Pakistani,1419117374995,Hina Khan,Artist,7,123 Lane Lahore
1996-03-13,Female,Married,Islam,Pakistani,6923715862294,Hamza Ahmed,Teacher,8,234 Lane Karachi
2004-12-02,Other,Other,Islam,Pakistani,9248572329684,Salma Khan,Engineer,1,345 Lane Islamabad
1994-12-17,Male,Single,Islam,Pakistani,5509571877374,Muhammad Ahmed,Doctor,2,456 Lane Lahore
2003-07-24,Female,Married,Islam,Pakistani,0509051462014,Farhan Ahmed,Artist,3,567 Lane Karachi
1995-02-24,Other,Other,Islam,Pakistani,3904364487531,Aisha Khan,Teacher,4,678 Lane Islamabad
2000-02-25,Male,Single,Islam,Pakistani,4699206436201,Muhammad Ali,Engineer,5,789 Lane Lahore
1996-02-03,Female,Married,Islam,Pakistani,6568926729226,Noman Ahmed,Doctor,6,890 Lane Karachi
1995-10-30,Other,Other,Islam,Pakistani,5607567300881,Sadia Ahmed,Artist,7,901 Lane Islamabad
1999-01-14,Male,Single,Islam,Pakistani,2638397781240,Kashan Khan,Teacher,8,123 Road Lahore
1997-09-26,Female,Married,Islam,Pakistani,9619122756672,Sabeen Ali,Engineer,1,234 Roa Karachi
2001-04-27,Other,Other,Islam,Pakistani,5392724970664,Wajid Khan,Doctor,2,345 Road Islamabad
1999-10-08,Male,Single,Islam,Pakistani,8424629642431,Alina Ahmed,Artist,3,456 Road Lahore
1999-08-01,Female,Married,Islam,Pakistani,1338837049959,Nida Khan,Teacher,4,567 Road Karachi
1995-01-01,Other,Other,Islam,Pakistani,5056710533462,Kashif Ali,Engineer,5,678 Road Islamabad
2004-03-18,Male,Single,Islam,Pakistani,8069261756151,Arisha Ahmed,Doctor,6,789 Road Lahore
1997-04-24,Female,Married,Islam,Pakistani,8901753382532,Fahad Khan,Artist,7,890 Road Karachi
2000-01-12,Other,Other,Islam,Pakistani,7320242151075,Mehwish Ali,Teacher,8,901 Road Islamabad
2002-06-05,Male,Single,Islam,Pakistani,7348486088182,Neha Ahmed,Engineer,1,123 Road Lahore
1998-01-20,Female,Married,Islam,Pakistani,5136332525774,Khalid Khan,Doctor,2,234 Road Karachi
1996-11-15,Other,Other,Islam,Pakistani,7599655194358,Nimra Ali,Artist,3,345 Road Islamabad
2004-03-28,Male,Single,Islam,Pakistani,7426560486880,Nadia Ahmed,Teacher,4,456 Road Lahore
1994-05-27,Female,Married,Islam,Pakistani,2818388028051,Aamir Khan,Engineer,5,567 Road Karachi
2000-01-06,Other,Other,Islam,Pakistani,2447783877312,Maryam Ali,Doctor,6,678 Road Islamabad
1999-09-29,Male,Single,Islam,Pakistani,8608609433174,Ahmed Khan,Doctor,1,123 Street Islamabad
1996-11-23,Female,Married,Islam,Pakistani,9526825613445,Maryam Ali,Teacher,2,456 Street Lahore
1996-04-01,Other,Other,Islam,Pakistani,5500626737456,Khalid Ahmed,Engineer,3,789 Street Karachi
2001-06-13,Male,Single,Islam,Pakistani,0142402835502,Sara Khan,Doctor,4,012 Street Islamabad
1995-02-21,Female,Married,Islam,Pakistani,1356880744699,Ahmed Ali,Artist,5,234 Street Lahore
1999-08-30,Other,Other,Islam,Pakistani,3733726134716,Sadia Ahmed,Teacher,6,345 Street Karachi
1995-05-22,Male,Single,Islam,Pakistani,0516816464368,Fatima Khan,Engineer,7,567 Street Islamabad
1998-02-24,Female,Married,Islam,Pakistani,5255729979075,Sohaib Ali,Doctor,8,678 Street Lahore
2001-07-27,Other,Other,Islam,Pakistani,1921761202203,Asma Ahmed,Artist,1,890 Street Karachi
1994-12-05,Male,Single,Islam,Pakistani,5305160553693,Zainab Khan,Teacher,2,901 Street Islamabad
1996-08-05,Female,Married,Islam,Pakistani,7926087414341,Nadeem Ali,Engineer,3,123 Street Lahore
1996-10-10,Other,Other,Islam,Pakistani,1633062478199,Kashaf Ahmed,Doctor,4,234 Street Karachi
1998-02-09,Male,Single,Islam,Pakistani,7114869458228,Farida Khan,Artist,5,345 Street Islamabad
1999-03-22,Female,Married,Islam,Pakistani,2431671506364,Asad Ali,Teacher,6,456 Street Lahore
2002-12-01,Other,Other,Islam,Pakistani,3878001801216,Samiya Ahmed,Engineer,7,567 Street Karachi
2004-10-25,Male,Single,Islam,Pakistani,6890550548011,Muniba Khan,Doctor,8,678 Street Islamabad
2000-07-09,Female,Married,Islam,Pakistani,6254280977696,Ahsan Ali,Artist,1,789 Street Lahore
2000-04-10,Other,Other,Islam,Pakistani,8143538597934,Kiran Ahmed,Teacher,2,890 Street Karachi
1999-12-31,Male,Single,Islam,Pakistani,1716023383616,Fariha Khan,Engineer,3,901 Street Islamabad
2003-10-22,Female,Married,Islam,Pakistani,1259558291427,Bilal Ali,Doctor,4,123 Street Lahore
2002-01-31,Other,Other,Islam,Pakistani,6278408633068,Ali Ahmed,Artist,5,234 Street Karachi
1996-12-13,Male,Single,Islam,Pakistani,7586712880404,Fatima Ali,Teacher,6,345 Street Islamabad
2002-04-14,Female,Married,Islam,Pakistani,0605665427822,Sufyan Khan,Engineer,7,456 Street Lahore
1997-07-28,Other,Other,Islam,Pakistani,3802562526112,Zoya Ahmed,Doctor,8,567 Street Karachi
1995-04-10,Male,Single,Islam,Pakistani,7434334006664,Aisha Khan,Artist,1,678 Street Islamabad
2000-09-26,Female,Married,Islam,Pakistani,4069377057962,Ahmed Ali,Teacher,2,789 Street Lahore
2000-06-27,Other,Other,Islam,Pakistani,7391671415453,Maham Ahmed,Engineer,3,890 Street Karachi
1995-07-28,Male,Single,Islam,Pakistani,0041821551090,Khadija Khan,Doctor,4,901 Street Islamabad
1998-12-15,Female,Married,Islam,Pakistani,0832009654422,Aliya Ahmed,Artist,5,123 Street Lahore
1998-09-10,Other,Other,Islam,Pakistani,0721382906472,Ameer Khan,Teacher,6,234 Street Karachi
1998-09-26,Male,Single,Islam,Pakistani,4411918338976,Arifa Ali,Engineer,7,345 Street Islamabad
1996-04-13,Female,Married,Islam,Pakistani,8170314399057,Waseem Ahmed,Doctor,8,456 Street Lahore
1997-05-20,Other,Other,Islam,Pakistani,9003939203603,Alina Khan,Artist,1,567 Street Karachi
2003-05-09,Male,Single,Islam,Pakistani,3318411006999,Kashif Ali,Teacher,2,678 Street Islamabad
2004-04-20,Female,Married,Islam,Pakistani,9603185044997,Arham Ahmed,Engineer,3,789 Street Lahore
2000-07-25,Other,Other,Islam,Pakistani,9113922015134,Fatima Khan,Doctor,4,890 Street Karachi
1994-05-21,Male,Single,Islam,Pakistani,8414778152644,Aisha Ali,Artist,5,901 Street Islamabad
1999-04-21,Female,Married,Islam,Pakistani,3341571731007,Ahmed Khan,Teacher,6,123 Street Lahore
2004-11-30,Other,Other,Islam,Pakistani,5149905918778,Aliza Ahmed,Engineer,7,234 Street Karachi
1994-04-09,Male,Single,Islam,Pakistani,9650653809768,Hafsa Khan,Doctor,8,345 Street Islamabad
1998-04-14,Female,Married,Islam,Pakistani,3082256389789,Kashif Ahmed,Artist,1,456 Street Lahore
1995-11-21,Other,Other,Islam,Pakistani,2721571712066,Hina Ali,Teacher,2,567 Street Karachi
1995-09-22,Male,Single,Islam,Pakistani,7796051695784,Kashan Ahmed,Engineer,3,678 Street Islamabad
1994-12-31,Female,Married,Islam,Pakistani,6000560986736,Hira Khan,Doctor,4,789 Street Lahore
1999-07-05,Other,Other,Islam,Pakistani,4220689543712,Ali Khan,Artist,5,890 Street Karachi
2004-07-19,Male,Single,Islam,Pakistani,1500152766915,Zain Ali,Teacher,6,901 Street Islamabad
2000-12-21,Female,Married,Islam,Pakistani,5127633097467,Muhammad Ahmed,Engineer,7,123 Street Lahore
1994-07-12,Other,Other,Islam,Pakistani,9325106334073,Ameena Ali,Doctor,8,234 Street Karachi
1998-04-04,Male,Single,Islam,Pakistani,8953207224050,Zara Ahmed,Artist,1,345 Street Islamabad
1994-04-06,Female,Married,Islam,Pakistani,2591650864447,Waqar Khan,Teacher,2,456 Street Lahore
2004-03-03,Other,Other,Islam,Pakistani,1370100576410,Muhammad Ali,Engineer,3,567 Street Karachi
1996-08-30,Male,Single,Islam,Pakistani,8440173805475,Sana Ahmed,Doctor,4,678 Street Islamabad
1996-03-16,Female,Married,Islam,Pakistani,8702879023452,Nouman Ali,Artist,5,789 Street Lahore
